java.util.List,1756.0
java.lang.Object,332.0
java.lang.String,1843.0
java.lang.System,138.0
java.lang.Override,5.0
src.it.unisa.ocelot.c.makefile.DynamicMakefileGenerator,0.0
Evosuite tests.evosuite-tests.strings_ESTest_scaffolding,0.0
java.util.Date,2295.0
org.eclipse.cdt.core.dom.ast.IASTUnaryExpression,0.0
org.eclipse.core.runtime.Path,2.0
org.eclipse.cdt.core.dom.ast.IASTLabelStatement,0.0
org.eclipse.cdt.core.dom.ast.gnu.IGNUASTCompoundStatementExpression,0.0
java.io.PrintStream,46.0
org.eclipse.cdt.core.dom.ast.IASTLiteralExpression,0.0
org.eclipse.cdt.core.dom.ast.IASTElaboratedTypeSpecifier,0.0
org.eclipse.cdt.internal.core.dom.rewrite.ASTModification,0.0
src.it.unisa.ocelot.c.cfg.edges.LabeledEdge,0.0
net.sf.javailp.Result,0.0
java.io.UnsupportedEncodingException,58.0
org.eclipse.cdt.core.model.ILanguage,0.0
java.util.AbstractMap,5.0
java.lang.Number,66.0
org.eclipse.cdt.core.parser.IScannerInfo,0.0
src.it.unisa.ocelot.TestCase,0.0
java.lang.StringBuffer,7.0
org.eclipse.cdt.core.dom.ast.IASTSimpleDeclSpecifier,0.0
org.eclipse.cdt.core.dom.ast.IASTFunctionDefinition,0.0
org.eclipse.cdt.internal.core.dom.rewrite.ASTLiteralNode,0.0
org.eclipse.cdt.core.dom.ast.cpp.ICPPASTExplicitTemplateInstantiation,0.0
org.eclipse.cdt.core.dom.ast.IASTReturnStatement,0.0
org.jgrapht.alg.KShortestPaths,0.0
org.eclipse.cdt.core.dom.ast.IASTInitializer,0.0
org.eclipse.cdt.internal.core.dom.parser.c.CASTKnRFunctionDeclarator,0.0
jmetal.util.parallel.MultithreadedEvaluator,0.0
src.it.unisa.ocelot.suites.minimization.TestSuiteMinimizerHandler,0.0
org.eclipse.cdt.internal.core.dom.parser.c.CASTFunctionDeclarator,0.0
src.it.unisa.ocelot.c.compiler.writer.StatementWriter,0.0
org.eclipse.cdt.core.dom.ast.IASTStandardFunctionDeclarator,0.0
org.eclipse.cdt.core.dom.ast.c.ICASTDesignatedInitializer,0.0
org.eclipse.cdt.internal.core.parser.scanner.InternalFileContentProvider,0.0
org.jgrapht.ext.JGraphModelAdapter,3.0
org.eclipse.cdt.core.dom.ast.cpp.ICPPASTTemplatedTypeTemplateParameter,0.0
org.eclipse.cdt.core.dom.ast.IASTProblem,0.0
java.awt.Dimension,561.0
org.eclipse.cdt.core.dom.ast.ASTVisitor,0.0
org.jgrapht.graph.DefaultWeightedEdge,0.0
org.eclipse.cdt.core.dom.ast.IASTProblemDeclaration,0.0
org.eclipse.cdt.core.parser.ScannerInfo,0.0
src.it.unisa.ocelot.runnable.Run,0.0
jmetal.util.comparators.ObjectiveComparator,0.0
src.it.unisa.ocelot.c.cfg.nodes.CFGNode,0.0
javax.swing.JFrame,1497.0
java.lang.StringBuilder,6.0
